Number of Elements,Standard Merge Sort Time (in ns),Parallel Merge Sort Time (in ns),Partially Parallel Merge Sort Time (in ns),Java Parallel Merge Sort Time (in ns)
757234,100431300,22040600,26378700,3524000
410855,36801100,41631300,20025000,2045100
756312,73334300,22014700,25984200,3728200
566768,53554800,46213800,51434000,3203300
74783,6390000,33002600,21584400,442900
734104,71495200,24187500,34329600,3542100
265258,23884200,9822100,42259900,1354000
282684,26048500,10928800,18112800,1448100
603510,57734100,17615200,22868600,2837000
737663,71847200,49177700,25396900,3644800
754445,72645400,21987300,50824200,3376300
245699,21606300,10148600,16937700,1369400
326699,29258700,11181200,18454900,1634400
147435,13028400,7726800,15231300,758600
947503,89897700,72266200,29602900,4342200
566849,53372500,17517600,21169500,2672300
224816,20082300,9146800,16125000,1225200
284719,26168800,10413500,16432700,1426400
197436,17680500,9242300,46559600,1050100
492961,45366600,22892600,20749400,2398800
860836,113230500,25002500,29261500,4390600
696835,67532100,20936500,26705400,3491600
437790,39737300,14757600,43476100,2040500
919153,87021900,53279500,28825000,4500900
465625,43804400,14419400,21847500,2303900
512136,48028400,15823100,47523800,2544200
486354,45034000,15136300,22454400,2495800
183605,16730600,10143000,15517100,910200
156800,13677600,7969300,15756300,844100
621097,58731700,50039100,22177200,3212100
261544,23840300,9490000,18873100,1661800
799447,77374500,23714600,26876900,3824700
649843,61567100,19319100,25562700,3177900
750429,72294800,49560600,26041600,3625800
694039,66717000,20376700,25368200,3346000
9212,669700,6012200,13862100,151100
884447,84978000,25886500,29762500,4162100
756489,73053100,49103300,27085300,3504100
20026,1505600,8477100,25021200,295300
909617,86089900,25096700,38268900,4628500
914508,86345400,26352700,55803700,4248100
955457,119759900,27458400,28857100,4735700
947691,92008800,29250300,31752000,4732300
974148,93373500,52117200,58523400,4620300
477515,44323900,14712200,19881300,2368800
499247,46237500,17032000,21081400,2462300
261563,23764200,11321700,16404100,1350500
67567,6196200,8303700,40856400,532200
959099,91790800,26694200,60899500,4535400
854732,82519200,47567000,27383700,4008300
326347,29628100,10922000,19084100,1708800
189616,17067100,8544400,16517300,1024500
194615,17397100,8596800,15150300,1104200
973388,93246300,27575700,81108800,5086100
958538,92056600,26658900,31756200,4672700
69684,6095000,9402100,14454100,399800
543327,50713300,16907900,22658100,2641700
608279,57504900,17861600,25324300,2790200
390731,34708000,27935000,27474100,1967400
845297,81541800,23181600,30262600,4238300
724994,70312300,45148900,24860100,3494900
362353,32638100,15782400,45067300,1807300
419329,38807300,14431600,19502900,2122700
423699,38021700,13600700,19581900,2234600
99365,8534700,7290500,15388700,535400
514682,48532800,16097400,21376500,2443500
756954,73151500,46880300,26042400,3635000
878734,113621300,24827600,55656200,4292400
938355,89927200,26982600,51605200,5332000
509009,47681500,15758600,22899200,2550300
422070,38589900,47831500,19267200,2104900
488146,45032800,17445000,20912900,2267300
530944,49946500,17389900,20657300,2601700
146516,12927500,7972300,17044700,787200
872579,84591200,24335900,27571500,4388400
689117,94793200,19904500,24799100,3284600
414395,37486100,13045500,19774700,2103200
177795,15955900,7825000,32729800,922200
12279,883400,16378100,16576000,272000
804842,78658200,23463600,26604500,3663800
429680,38925200,13552800,48170700,1934000
280771,25655600,10576000,17354900,1487600
947496,90514500,26037000,30910900,4985800
198343,17884100,35555400,16854500,1068700
243704,21794700,9311700,16862300,1330800
739966,71997300,21216000,55220700,4118700
387339,34947100,12518200,34684200,2075300
988484,96072500,27525700,30171400,4735900
345086,31518100,11459900,19915000,1721300
933863,89002900,55245700,27929700,4535800
932807,88669200,28763200,56804000,4432900
776903,74797900,25407800,28164900,3656800
647790,62406900,48338500,25134700,3163500
801179,77679000,26119400,27251200,3803500
623285,59017300,42723600,23133400,2967700
587197,55473400,40333300,57728100,2924300
733115,101997800,43894900,50037000,3432500
457443,41685000,26468800,25865300,2333200
676279,66354900,19613300,29746800,3302300
326699,29257800,11658300,17552900,1658200
979533,98085800,56064200,30240600,4789100
173334,15652600,8278400,14679200,1023800
800370,76664900,48068200,74003500,3791300
737698,71857800,22805100,26051500,3794000
26438,2178200,6235700,14786000,274100
208796,47496000,8655800,15351200,1048700
601641,57029200,18133900,23751700,2783600
768593,74079000,22638300,24963000,3828100
100976,8675800,7541900,13858700,740700
728653,70660300,21112900,50787800,3552400
257207,51551600,10292700,16670700,1278900
640820,60756300,18676100,24585900,3010200
990341,95473500,27631500,29692600,4675300
516471,47925500,15869700,22128900,2511100
40873,3319000,34876900,13769900,299400
494891,46338800,17220500,38334800,2519700
135962,11924500,7503000,16530700,824800
25663,1956900,6278600,14208900,244400
971573,92811400,26884000,30746900,4980600
379877,34409800,12293100,18694900,1932700
922280,86947300,57991400,29923900,4441200
865694,85222300,24880800,30591300,4201100
812571,78835500,35256500,35902000,4060800
651195,93039100,19387500,24918400,3128600
155576,13663300,10698900,14693900,823400
215629,19334900,9391800,16371600,1064000
753047,71986000,21875300,26391100,3729100
122265,10591000,7934600,14819200,716900
379115,34433500,12830700,18550300,1899000
394492,35068100,42166200,21077000,2069800
837056,80889500,23505200,30990800,4130400
773015,73509600,22076700,27380900,3582500
799843,77262100,28037000,61240100,25774700
81915,6797200,6986700,14863900,451000
609729,58335300,21189000,23006700,2958600
786214,74948200,22369800,26219000,4165100
896594,84845400,81635300,55596500,4228300
849916,83286000,24165800,30446400,3916100
804401,78145600,25787900,35604500,4107200
523237,48507100,16342500,46581000,2533500
870301,112878100,23664700,26915900,4212300
348847,31894800,11313500,17486800,1927300
427024,38351000,14892700,19845100,2037800
238035,21254700,9555000,15660000,1300000
409580,36657700,13508600,19199800,2087200
97293,8342500,7598900,14029900,525200
263200,24761100,9762500,17612800,1458800
430687,38795600,14298300,19426400,2154900
596496,56923900,41919200,24063800,3091000
151089,13220000,8919200,16244000,789600
25693,1925700,6785900,13097200,276100
482204,44847300,15249100,19908400,2485700
816402,78470900,57593700,25979200,3789700
704736,67362300,20102200,25750500,3555700
139099,12470100,10311300,15338000,718800
503696,46662300,15115600,20954900,2393100
363092,32337500,37230300,19088000,1846000
256041,23375200,9327900,72742200,1534700
687356,66451900,30801200,28528800,3266000
507755,46904600,15951700,21154700,2606900
408230,37668200,14166500,19357300,1966400
904360,85584400,25129500,55194900,4551900
354378,32098700,13258700,18202800,1761300
480789,44339100,15256100,22775300,2276900
863016,85377700,51080300,48750500,4048800
84132,7199300,7312900,14520300,471500
907575,85587700,63737000,28721500,4246600
62304,5498900,7210400,13796600,416900
508247,47030800,15607800,22174600,2479700
260760,24074800,9538700,15746900,1417800
818926,79450900,26382900,28731400,3980500
653149,62168600,47064200,49074100,3267800
105270,9161000,7431000,14876900,521100
618447,59604500,18861700,22617000,2987100
781525,74717700,23329300,25182200,3659500
985354,94309300,55211400,32495500,4527400
355097,31854800,11677200,18687500,1823600
475816,44070600,14617300,20591200,2382400
239010,21065300,9504100,16890700,1277200
860457,84639900,25167000,63836100,4445500
68049,5977200,7022000,14743800,475900
805177,78469100,22658300,26556100,3891800
685271,66408500,21036000,23831700,3179700
74476,6490900,28319000,23061200,414200
464751,43143700,41133800,19702600,2124000
714832,69276800,48744600,28038500,3418800
969115,92890000,27132000,30597500,4773900
763916,73378400,21552600,28771300,3723300
695927,68258600,47565100,32509900,3414200
830485,80893100,46492100,53333200,4227300
158647,14110100,8569600,15466400,845300
94520,8005300,7090200,16326300,509100
767203,74544600,21711800,27708500,3664400
570059,54220900,46052600,22780300,3016100
756585,72686400,21703300,25268900,3490600
639659,61153700,18755700,23252000,3165000
583312,55559700,17380700,22254700,2809500
285557,54412000,9781100,16295600,1375900
497128,46401500,24178400,23657800,2357200
688342,66696600,19462800,26561100,3246100
335113,30172200,12338000,17666700,1691200
667349,64491400,22473200,77550700,3084700
671158,65131300,20852300,24001700,3223100
583357,55007500,17640500,21927300,2877000
137519,12329100,7960400,15303700,759000
8016,571900,5806800,14558400,124700
578459,54744400,16932700,22305100,2625000
409374,37828100,15713700,53849000,2073900
799809,77910500,24882400,30044600,4341900
768877,73249700,49243400,25445500,3727500
845955,81954300,24274000,56485700,4104700
289675,26070300,11145000,17534800,1416600
645326,62303400,19327700,23817300,3070900
816956,79186300,23391500,26501600,4339300
67510,5706300,11450400,13670100,365200
495129,45922200,17623800,24960300,2447300
270355,25040200,10696900,16147900,1299200
533423,50111600,16716200,69681800,2548300
716081,70091800,20933900,25901000,3397800
308243,27751200,11209300,37297900,1538400
636980,62074900,18965000,50250900,2961900
478812,44191400,16305900,20011300,2280000
843843,82379600,23456300,27080400,4066500
189652,17097600,26172300,24839200,1038600
667082,63917000,43328100,49510200,3067400
729841,98791200,20719000,26303600,50423400
110939,9702700,7285300,14510600,597200
125520,11393900,7455600,14725900,705300
804050,77996400,22874000,27377800,3788400
315241,28611900,10718800,17653000,1711700
240204,21052200,9495100,16714100,1262700
195870,17502800,8438300,15470100,1035300
829847,80520800,40896900,31282200,3984800
332891,30172700,11576700,19424100,1691200
125512,11503900,7537900,14933300,682500
393980,35487000,13560600,44047000,1971800
452821,41143900,14861300,21057500,2181500
376885,33812000,73266500,21536800,1885900
740753,72276100,21148600,25785600,3694000
182424,16748500,8415400,14734200,1145700
691071,67159400,20607500,24686900,3390800
530519,49709100,15721700,20751900,2554700
45322,3716200,14311200,22275500,287100
16060,1209800,6096300,13017700,223600
429532,38821700,13802900,20883800,2325100
96398,8242000,6769400,13948700,492900
610919,57433800,21494700,24004300,3171000
596821,57046700,41959500,23177300,2857000
592972,55947500,18451200,26257900,2887500
991147,124821300,26884500,32302500,4769200
960772,91670300,27960600,49625400,4694400
782622,75114900,22143700,56039300,3871700
633385,60734800,41531900,23646100,3138900
917568,87208900,25700100,53304100,4226900
935121,88801500,26543900,60724600,4356500
196078,17396400,8912700,16180700,1021500
941385,89428000,51092000,35761000,4681600
502390,46610000,15066000,20568600,2457500
328618,29417800,10957500,18037900,1625400
213402,18956300,35769500,15415600,1100000
480735,44418300,14579200,22826000,2467000
872142,84304900,29705900,80803500,4030200
328068,30014600,11391300,41666100,1731000
360392,32381700,11783000,18365800,1728000
550657,51644300,44517100,21678700,2682100
698610,68256400,19953600,25082300,3608100
985603,94340900,27075200,31507200,4669600
827281,80976900,51598600,27738100,3848300
604804,57902100,17453500,23758800,3096700
889847,84862500,24338000,29635100,4259800
867881,85789200,52079200,28505100,4174700
522258,48713100,40406500,20702900,2494800
579971,55393200,17217600,47293600,2792400
487154,45409000,17210200,22818700,2306300
15530,1164900,7476200,13787300,284900
863184,84268200,54855600,27477900,4507600
236351,21037900,10643000,17096000,1234500
734324,70378400,21948100,25876500,3717700
896027,86057600,26503400,30382600,4387100
833669,114477600,23922000,27744500,3960000
950176,90915700,27495200,28716300,4468100
2659,171900,6411900,13148900,70800
724296,70578800,21582700,25289800,3259600
853835,84942400,24061900,26129200,3947100
637722,61142200,43768400,46889600,2962400
468342,43189500,15509700,45874600,2213000
821092,79098400,75298400,26514700,4100300
788196,74774400,24042600,26415200,3846300
670123,64453200,19812900,26457400,3294100
675724,64861400,22440100,75720900,3119200
927579,87646000,26064600,33401400,4278900
172068,15328800,9305200,15764300,983700
509696,47390800,20154400,31569000,2446000
484906,44336200,14767500,21365000,2306000
576580,55296000,44697200,22256200,2816400
76667,6628200,7902300,15205700,395900
417079,38058100,13234900,20157300,2115100
800975,76966100,27444600,60935100,4001200
146930,12841500,8676500,15793100,707600
44771,3659600,6306900,15026700,315400
634944,60396100,19250000,53000200,3332100
4278,311000,5932900,14477700,88600
125354,11006900,7134800,14432000,698700
739554,71644800,24653700,33848500,3579600
25948,2172100,8714500,14220200,245200
835112,81334300,22907300,27178500,3915900
863470,84079900,55103100,27431400,4003800
142908,12565600,9209300,15750400,760600
554248,52753500,16371900,22271100,2543300
394683,35074900,12860400,20274000,2004300
363192,32251400,12395800,19096300,1900200
980345,93872300,54937100,30333500,4672800
442931,40357700,14461900,23264900,2270500
281258,26261400,10887300,16656800,1478800
881539,84513300,25638000,28403400,4215900
283918,26346600,10003000,17149200,1441200
218986,19938400,37589400,24362700,1243900
619602,60245900,42600200,23737000,3079300
734082,71458800,21175800,26720200,3776300
415915,38234100,13800200,20586000,2213200
910484,86570200,63604800,28589500,4300300
793543,76020500,46651600,25369800,3767900
880500,85149700,24343800,31108800,4330700
331616,29871100,12732600,18430500,1606100
22553,1712600,6779700,17114500,240600
79185,35859800,8327700,13788000,452800
942415,90033700,28046100,29889400,4966100
31277,2483100,6717400,15391200,255800
232927,20285700,9050800,40386000,1177600
6790,475300,8274400,12990500,130500
985,74500,5543900,12867200,23000
786788,75442300,22451500,25625000,3865900
360556,32277000,38162500,46245000,1742700
899269,85375800,50640400,28365600,4236800
757206,73571600,21961100,25551000,3609900
511805,47791900,15593100,22535300,2539700
142767,12627500,7983000,44682700,730200
822220,80645200,24020200,27545900,4052500
326492,29331400,11715900,25043100,1632100
856630,83703000,24665200,28855100,4200000
589594,55546700,46461100,23152500,2881400
375415,33400400,12503500,42810300,1867700
670466,64699100,20640700,53388100,3184300
235301,21024700,9108400,15532400,1282800
836840,81298000,24381100,27629100,3875500
996246,126469500,40730200,34717700,4677200
81271,7015600,6980700,15690700,448700
441052,40353100,13816700,20846700,2193100
463676,42485600,15474300,20713300,2278400
